activation,checkpoint,condition_number,energy_rank_90,energy_rank_95,energy_rank_99,energy_rank_999,energy_rank_9999,energy_top1,energy_top16,energy_top32,energy_top4,energy_top8,frobenius_norm,graft_id,graft_status,matrix_name,rank_full,run_dir,scale,seed,shape,spectral_norm,stable_rank,target
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,3993028.3520161505,1,1,3,15,27,0.979438203179543,0.9992550536699173,0.9999749215610684,0.9941236029129408,0.9973294645711618,7.975748094801835,2,accepted,effective_up_down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012059700675308704,123,"[96, 96]",7.893324343118005,1.0209934600812052,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,2.4954096800982266,85,91,95,96,96,0.05489612147547934,0.2182737989988869,0.3855477149928012,0.08841313082204894,0.13218019576391832,16.80235716367356,3,accepted,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012019815854728222,123,"[96, 25889]",3.9367790694260694,18.216223170641914,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,836.0439317058728,2,6,25,44,71,0.8685096655809743,0.9802642170864564,0.9955158265091494,0.9415533196786963,0.9623639452689929,2.160095693723906,3,accepted,down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012019815854728222,123,"[25889, 96]",2.0130766857921993,1.151397663871786,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,1512726.8441305766,1,1,3,16,28,0.9780570965835965,0.9991522559577254,0.9999703476727716,0.9936034731533344,0.9970651474745198,7.664762534246761,3,accepted,effective_up_down,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.012019815854728222,123,"[96, 96]",7.580202516181877,1.0224351967723062,blocks.3
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,1.125696864785181,86,91,95,96,96,0.01166642829151259,0.18230012476785593,0.35722488042678857,0.046434738902415264,0.09221095968533444,16.421953972536347,4,unused_sample,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[96, 25889]",1.7737556365162666,85.71603707773245,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,unused_sample,down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[25889, 96]",0.0,0.0,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,unused_sample,effective_up_down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[96, 96]",0.0,0.0,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,1.1284703757137642,86,91,95,96,96,0.011677027975201947,0.1819123392293583,0.35686787375290935,0.046322752336058676,0.09197632266946414,16.41454604409386,5,unused_sample,up,96,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[96, 25889]",1.77376073488375,85.63822936141469,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,unused_sample,down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[25889, 96]",0.0,0.0,
silu,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123/composed_graft_checkpoint.pt,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,unused_sample,effective_up_down,0,/home/rato/dev/ai/SAINT-G/runs/phase16_marco4n_b_ntk_hybrid_topk8_probe2k_24graft_seed123,0.009999999776482582,123,"[96, 96]",0.0,0.0,
